                           stepid  dayscons_ade dayscons_weeks_ade
depenerg             0.0209548552  0.0094132311 -0.0034985205 -0.025569997
depconcn             0.0203629992  0.0032398691 -0.0054799388 -0.054406253
depappet             0.0132314368 -0.0100828278  0.0033764490 -0.017353836
deppmr              -0.0120585923 -0.0016075183  0.0052122002  0.034595396
dage1st              0.0475259256  0.0283014800  0.0142867114  0.008597356
dage1stcat           0.0392863373  0.0267154432  0.0304663475  0.046252664
mage1st              0.0599700945  0.0398189373  0.0292659511  0.014586361
mage1stcat           0.0548637687  0.0377251289  0.0344961861  0.044092071
depsi               -0.0109095391  0.0157777865  0.0187601532  0.051671275
depsicat            -0.0387463259 -0.0197624027 -0.0231627273 -0.013681026
depsev              -0.0156255289  0.0087113993  0.0078992515  0.070908148
depse                0.0374459974  0.0097546980  0.0009808414 -0.034911952
depdist             -0.0240152863  0.0009203969  0.0104533938  0.067325828
deppma              -0.0496152792 -0.0250054556 -0.0361445922  0.044994110
elvselfe            -0.0300677207 -0.0255935756 -0.0383337011 -0.072805741
elvsleep            -0.0007856658 -0.0143011919 -0.0121430906  0.016943707
elvtalk             -0.0162299211  0.0071887104  0.0144636021  0.014898656
elvfoi              -0.0501296730 -0.0058432907 -0.0140032913  0.034965357
elvdistr            -0.0470181678 -0.0217155722 -0.0067659892  0.043920009
elvgdact            -0.0092911524 -0.0095729646 -0.0084855118 -0.044488661
elvhrb              -0.0175571536 -0.0191119793 -0.0228654256  0.043095334
elvpma              -0.0304995099 -0.0093034419 -0.0176634877  0.065164097
majdepc              0.6373491387  0.5805294078  0.5142112179  0.551854039
majdepp              0.9062523962  0.7880927317  0.7109915111  0.718472618
moodgenc             0.9477170779  0.8239066687  0.7358883358  0.745134314
moodgenp             0.9359437436  0.8129431953  0.7273618199  0.736627206
moodsubc             0.9544845737  0.8257239835  0.7429871091  0.749999889
moodsubp             0.9173456843  0.7960791127  0.7216676028  0.724798094
manicc               0.7948443632  0.7045831707  0.6340131151  0.642072475
hmanicc              0.7710428219  0.6762405123  0.6021743833  0.623476246
manicp               0.7141798099  0.6218926400  0.5533825888  0.567097808
hmanicp              0.6396893783  0.5474021055  0.4919033943  0.507690364
typeiic              0.6749816191  0.5777342431  0.5199391957  0.529243884
typeiip              0.6433414967  0.5543676806  0.5017253064  0.492648721
clinstat             0.0274700265  0.0062181796 -0.0115995840 -0.020478751
manlast             -0.0026090751  0.0207841686  0.0041572856  0.066655714
deppast              0.0624983413  0.0700771512  0.0730003825  0.092656570
mangenc              0.9615609132  0.8322585121  0.7471850325  0.756350047
mangenp              0.9558825245  0.8295091044  0.7442437393  0.753438124
hypogenc             0.9601281642  0.8309358984  0.7459027449  0.755065160
hypogenp             0.9530951200  0.8269253789  0.7417376790  0.748751797
mansubc              0.9530951200  0.8269253789  0.7417376790  0.753102455
mansubp              0.8603432827  0.7491162445  0.6684255677  0.683493475
hyposubc             0.9558825245  0.8270153282  0.7442437393  0.753438124
hyposubp             0.8702909832  0.7563732485  0.6854468182  0.691011340
anxdisc              0.9635578239  0.8396440457  0.7513750701  0.767423135
anxdisp              0.9481935324  0.8200084099  0.7323523105  0.750298092
anxsubc              0.9881801425  0.8494091791  0.7616208404  0.771096017
anxsubp              1.0000000000  0.8386777398  0.7512447500  0.762878667
pdnoagc              0.8386777398  1.0000000000  0.8692838242  0.659036425
pdnoagp              0.7512447500  0.8692838242  1.0000000000  0.577393177
pdagorc              0.7628786674  0.6590364249  0.5773931769  1.000000000
pdagorp              0.6982149116  0.6141518090  0.5209614326  0.862165360
agorc                0.8149511184  0.7083646665  0.6260102015  0.633794690
agorp                0.7645597103  0.6563738262  0.5746570592  0.582804437
phobiac              0.6846545820  0.6146024828  0.5359718528  0.662204830
phobiap              0.6549740249  0.5792287995  0.5150109927  0.623345360
ocdcur               0.7517622675  0.6754572277  0.5958664875  0.645354118
ocdc                 0.7479694108  0.6723629934  0.5940196893  0.639206962
ocdpast              0.7022123826  0.6358113413  0.5649169974  0.605303059
ocdp                 0.7033928336  0.6370782855  0.5667707845  0.602203265
ocdgenc              0.9426889676  0.8261973253  0.7418377852  0.746558645
ocdgenp              0.9468876887  0.8296212127  0.7446279097  0.749406574
ocdsubc              0.9426889676  0.8261973253  0.7418377852  0.746558645
ocdsubp              0.9427299727  0.8257239835  0.7408474256  0.747820775
ptsdcur              0.7405108766  0.6585341941  0.5860013411  0.670238393
ptsdc                0.7130163706  0.6353075989  0.5669297214  0.631489022
ptsdpast             0.6530476699  0.5891201406  0.5303428265  0.602574673
ptsdp                0.6395266356  0.5776967162  0.5211511118  0.578543175
alcdepc              0.7322967323  0.6487973979  0.5851141032  0.601333879
alcdepp              0.6293049510  0.5552822357  0.5048499593  0.527274555
alcabusc             0.7091099221  0.6275978554  0.5617365983  0.564039248
alcabusp             0.6226361859  0.5494106260  0.5012026388  0.505879800
drugdepc             0.7647970309  0.6785328671  0.6046368358  0.613870988
drugdepp             0.6407486148  0.5761000189  0.5153559029  0.539341434
drugabc              0.7318113039  0.6530883187  0.5812926638  0.585635036
drugabp              0.6256591541  0.5520400850  0.4950120419  0.520296508
psychp               0.8272256319  0.7146958867  0.6450353752  0.649790063
bpsychp              0.8865726706  0.7688771202  0.6921587829  0.706575911
ipsychp              0.6233376127  0.5398949070  0.4902921212  0.484745056
psychc               0.8794929785  0.7592103871  0.6821346061  0.704642918
bpsychc              0.8911937612  0.7731987019  0.6964094499  0.708791416
ipsychc              0.7662027695  0.6642497211  0.5944770020  0.621954733
schizc               0.8913081613  0.7728272299  0.6955348929  0.710046467
schizp               0.8878554176  0.7695996105  0.6923616629  0.706843043
schaffc              0.8831744634  0.7680420209  0.6930597256  0.707521788
schaffp              0.8733123267  0.7587710964  0.6839004342  0.698277422
schphrc              0.8911937612  0.7731987019  0.6984472697  0.708791416
schphrp              0.8911937612  0.7731987019  0.6984472697  0.708791416
deldisc              0.8911937612  0.7731987019  0.6964094499  0.708791416
deldisp              0.8916600045  0.7710260840  0.6942728966  0.706641200
psygenc              0.8923655021  0.7742940082  0.6974862615  0.709875153
psygenp              0.8865726706  0.7688771202  0.6921587829  0.704513669
psysubc              0.8900286641  0.7721094109  0.6953383444  0.707713448
psysubp              0.8356167264  0.7253677785  0.6542154008  0.668388366
psynosc              0.8743842333  0.7574632778  0.6829066728  0.703338614
psynosp              0.8444488615  0.7312841904  0.6639381147  0.685965957
moodnosp             0.8855856980  0.7674769244  0.6902737292  0.702679550
deppsyc              0.8889998556  0.7706696223  0.6954419918  0.705839698
deppsyp              0.8672691000  0.7503176209  0.6753315052  0.687669789
bulpurgc             0.8786531383  0.7667413277  0.6886554018  0.699614020
bulpurgp             0.7699456612  0.6832367213  0.6151274187  0.631492349
bulnonpc             0.9079537554  0.7991883628  0.7180002883  0.720822999
bulnonpp             0.8817041923  0.7741949110  0.6954326717  0.708469672
anbingec             0.9314359887  0.8160812356  0.7324729938  0.739352929
anbingep             0.8796648586  0.7699745818  0.6915575931  0.706536264
anrestrc             0.9343093414  0.8185153479  0.7345651330  0.741483623
anrestrp             0.8488370061  0.7489328543  0.6748724653  0.680358969
genanxc              0.6713694311  0.6059837436  0.5361904184  0.591896122
genanxp              0.6477078328  0.5795113798  0.5185005192  0.563152264
ganxgenc             0.9469013408  0.8197604101  0.7318474497  0.740786187
ganxgenp             0.9442455662  0.8173005938  0.7294683751  0.738403597
gadsubc              0.9482410910  0.8210009957  0.7330469836  0.741987536
gadsubp              0.9455695230  0.8185269642  0.7306546001  0.739591561
addkidc              0.6791852515  0.5983129106  0.5384356399  0.530117926
addkidp              0.7084938277  0.6221366545  0.5571312805  0.551031678
addadltc             0.7193852144  0.6404770759  0.5634109928  0.615408255
addadltp             0.6897630916  0.6145833398  0.5537038998  0.588143816
                         pdagorp         agorc         agorp      phobiac
stepid               0.003364356 -0.0005234197  0.0100166822  0.011695367
dayscons_ade         0.103582218  0.0455750308  0.0553324477  0.098018703
dayscons_weeks_ade   0.098160769  0.0447959698  0.0537257482  0.094298571
dayscons_mini        0.195125166  0.1826322357  0.1699389468  0.179683727
dayscons_weeks_mini  0.297545602  0.3051873241  0.2846956890  0.281791904
dayscons_x           0.045526178  0.0161652319  0.0053524579  0.003985589
dayscons_weeks_x     0.071337707  0.0339445502  0.0217899633  0.026390767
dayscons_y           0.041681996  0.0478800580  0.0459647320  0.041332184
dayscons_weeks_y     0.041695744  0.0478900761  0.0460040073  0.041247387
certcode_ade        -0.103784084 -0.1022032581 -0.0938055854 -0.070078821
certcode_mini        0.288584244  0.3549282703  0.3330516451  0.311410733
certcode            -0.008583212 -0.0023520042 -0.0032677608 -0.004341402
deprmd              -0.033097386 -0.0619349031 -0.0516299497 -0.043519191
depsleep            -0.029286947 -0.0025808305  0.0075555258 -0.025817626
depsleepcat         -0.033290936 -0.0052928145 -0.0042443055 -0.035220997
depinter            -0.011375516  0.0233834797  0.0183502766 -0.045683087
depguilt             0.040756433 -0.0115741714 -0.0146305671  0.052476006
depenerg            -0.030628204  0.0130240952  0.0079053054 -0.045905654
depconcn            -0.068994780 -0.0030793002 -0.0032699177 -0.072590256
depappet            -0.012482566  0.0107306054  0.0095622345 -0.005464593
deppmr               0.031189750  0.0034528724 -0.0048852292  0.039552754
dage1st             -0.013348619  0.0104675581 -0.0034133981 -0.030140224
dage1stcat           0.038716500  0.0452788988  0.0512112425  0.040977247
mage1st              0.008997827  0.0282306052  0.0137207640 -0.006972362
mage1stcat           0.038021283  0.0324488994  0.0234730144  0.020314763
depsi                0.057430797  0.0169876566  0.0120125151  0.072187382
depsicat            -0.003214372 -0.0166014659 -0.0164580221  0.009794260
depsev               0.078483822  0.0105383846  0.0093588763  0.098037501
depse               -0.039900124 -0.0016026340 -0.0052575798 -0.069372801
depdist              0.059980615 -0.0062104339 -0.0060053017  0.051835037
deppma               0.060539739 -0.0156969439 -0.0088417727  0.029662459
elvselfe            -0.089488345 -0.0417862222 -0.0422690394 -0.117882399
elvsleep             0.021882932 -0.0022990387 -0.0004588775  0.024170988
elvtalk              0.004799899 -0.0093358821 -0.0077271416 -0.004618710
elvfoi               0.041408671 -0.0117880119 -0.0083662324  0.026783705
elvdistr             0.050806880 -0.0183091406 -0.0116256643  0.022774877
elvgdact            -0.051394794 -0.0160958972 -0.0126830054 -0.039791062
elvhrb               0.049018608  0.0100336184  0.0036928371  0.053414679
elvpma               0.080078624  0.0067320788  0.0091095945  0.040690323
majdepc              0.520350533  0.5575497588  0.5158348158  0.519485438
majdepp              0.662879886  0.7639482659  0.7131639059  0.645326058
moodgenc             0.680359186  0.7982455819  0.7446851443  0.667206403
moodgenp             0.671508497  0.7897324163  0.7361411294  0.658395148
moodsubc             0.686134493  0.8003295144  0.7474302206  0.671207639
moodsubp             0.664935505  0.7708554917  0.7201360226  0.651756084
manicc               0.594645523  0.6831248880  0.6358695235  0.566432432
hmanicc              0.578231795  0.6497382476  0.6090199046  0.553436918
manicp               0.525466479  0.6100662628  0.5758457693  0.487500137
hmanicp              0.466826101  0.5104187155  0.4704349320  0.461798890
typeiic              0.480967640  0.5521500389  0.5099196971  0.470565304
typeiip              0.441324310  0.5214446580  0.4820705938  0.443366888
clinstat            -0.041353976  0.0016933888  0.0110702840 -0.040471991
manlast              0.078184265 -0.0224309615 -0.0169571817  0.045450962
deppast              0.089133342  0.0616266014  0.0644006172  0.117655750
mangenc              0.690609998  0.8019716356  0.7494020609  0.675665538
mangenp              0.687394160  0.7968221909  0.7443410242  0.674279837
hypogenc             0.691215779  0.8006727584  0.7503090898  0.674395122
hypogenp             0.684881821  0.7942928198  0.7461828527  0.669969053
mansubc              0.688630293  0.7942928198  0.7418541839  0.669969053
mansubp              0.635793218  0.7198875151  0.6770370713  0.609483879
hyposubc             0.689274937  0.7992142266  0.7465129113  0.672453114
hyposubp             0.635634620  0.7207010702  0.6728880930  0.606088533
anxdisc              0.703106856  0.8085549183  0.7539405687  0.678413907
anxdisp              0.691030606  0.7915828045  0.7370996578  0.668355375
anxsubc              0.702941584  0.8231591746  0.7684360304  0.689448864
anxsubp              0.698214912  0.8149511184  0.7645597103  0.684654582
pdnoagc              0.614151809  0.7083646665  0.6563738262  0.614602483
pdnoagp              0.520961433  0.6260102015  0.5746570592  0.535971853
pdagorc              0.862165360  0.6337946902  0.5828044372  0.662204830
pdagorp              1.000000000  0.6132418121  0.5563607869  0.612991610
agorc                0.613241812  1.0000000000  0.9117928990  0.625931902
agorp                0.556360787  0.9117928990  1.0000000000  0.591133350
phobiac              0.612991610  0.6259319021  0.5911333504  1.000000000
phobiap              0.610176932  0.5929187167  0.5819452387  0.879340387
ocdcur               0.596821650  0.6727468621  0.6390535653  0.602477313
ocdc                 0.587868541  0.6660044492  0.6314618360  0.602804875
ocdpast              0.573411943  0.6300062660  0.6035820499  0.565065260
ocdp                 0.568705064  0.6280005012  0.6019620690  0.569028191
ocdgenc              0.680124952  0.7961552873  0.7462009778  0.674593562
ocdgenp              0.682385170  0.7993816067  0.7468568012  0.676798132
ocdsubc              0.678244319  0.7961552873  0.7440292569  0.674593562
ocdsubp              0.680502003  0.7955537847  0.7430940205  0.673031177
ptsdcur              0.631120227  0.6680575522  0.6253762179  0.590726938
ptsdc                0.594689813  0.6360516065  0.5935905790  0.561895595
ptsdpast             0.586984160  0.5926138197  0.5595060860  0.523679662
ptsdp                0.563602652  0.5743492100  0.5431538844  0.506909594
alcdepc              0.546937078  0.6273345872  0.5860176608  0.546585400
alcdepp              0.505907561  0.5537149324  0.5314015250  0.492738325
alcabusc             0.513097901  0.6044128012  0.5643406761  0.528211741
alcabusp             0.479681429  0.5494667621  0.5202215754  0.474867413
drugdepc             0.568158231  0.6506924943  0.6062816530  0.565085900
drugdepp             0.509753092  0.5638674481  0.5323459882  0.506490380
drugabc              0.542450801  0.6203273918  0.5766275081  0.544750832
drugabp              0.492651136  0.5459257027  0.5120996726  0.489102414
psychp               0.594904856  0.6938220733  0.6530234326  0.598678471
bpsychp              0.639946191  0.7413280204  0.6939733601  0.643630591
ipsychp              0.439115633  0.5280607081  0.4937153687  0.423932650
psychc               0.639791020  0.7361182469  0.6880991332  0.636154271
bpsychc              0.642465488  0.7455873647  0.6981982619  0.648006646
ipsychc              0.563244857  0.6467917816  0.6024759333  0.559364666
schizc               0.644664498  0.7473609318  0.7014999372  0.648292589
schizp               0.641441829  0.7441694219  0.7003781495  0.646744844
schaffc              0.640309381  0.7381933038  0.6908626143  0.642123692
schaffp              0.636251831  0.7357383314  0.6878579415  0.634403530
schphrc              0.642465488  0.7455873647  0.6981982619  0.646269921
schphrp              0.642465488  0.7455873647  0.6981982619  0.646269921
deldisc              0.642465488  0.7455873647  0.6981982619  0.646269921
deldisp              0.640306495  0.7434461421  0.6960746205  0.644076310
psygenc              0.643553310  0.7466667630  0.6992685953  0.647375153
psygenp              0.638169389  0.7413280204  0.6960251792  0.641904855
psysubc              0.641383232  0.7445138411  0.6971336198  0.646904279
psysubp              0.618136358  0.7108611990  0.6717131359  0.628283639
psynosc              0.637271801  0.7322960658  0.6868346169  0.640521705
psynosp              0.621023045  0.7062299682  0.6642746760  0.618489744
moodnosp             0.635777856  0.7420702172  0.6941927733  0.642864079
deppsyc              0.640730982  0.7474909029  0.6993786060  0.647833220
deppsyp              0.623835853  0.7272880591  0.6813235613  0.635437527
bulpurgc             0.641092937  0.7510265832  0.7049971390  0.651577460
bulpurgp             0.586911661  0.6584166609  0.6220974722  0.580202271
bulnonpc             0.660151467  0.7720570198  0.7203784746  0.671628171
bulnonpp             0.652624903  0.7517460342  0.7039260228  0.661269723
anbingec             0.671306491  0.7910571491  0.7410735329  0.685320779
anbingep             0.645495782  0.7498096573  0.7039791152  0.652576398
anrestrc             0.673142269  0.7887223431  0.7389536086  0.685320779
anrestrp             0.629241885  0.7179670313  0.6740049088  0.636731569
genanxc              0.570449779  0.5870999188  0.5443854324  0.584122678
genanxp              0.550964398  0.5650824773  0.5286160830  0.555135785
ganxgenc             0.674878502  0.7923508649  0.7404067133  0.671078296
ganxgenp             0.674329618  0.7899249715  0.7380180624  0.668680098
gadsubc              0.674233901  0.7912236757  0.7394768604  0.672287112
gadsubp              0.673681416  0.7887918090  0.7370820066  0.669875978
addkidc              0.472768932  0.5819497496  0.5527684903  0.480154731
addkidp              0.489180624  0.6039127981  0.5705909784  0.495986980
addadltc             0.570223141  0.6401942132  0.6034593663  0.577157231
addadltp             0.541668733  0.6120616771  0.5822858406  0.545785883
                         phobiap        ocdcur         ocdc      ocdpast
stepid               0.015330764 -0.0039600444 -0.006260703 -0.001539743
dayscons_ade         0.113363808  0.0576563101  0.056188729  0.053590155
dayscons_weeks_ade   0.107759077  0.0526965942  0.050862875  0.048705031
dayscons_mini        0.189402739  0.1616105664  0.164531770  0.160042638
dayscons_weeks_mini  0.284099868  0.2811479025  0.279774013  0.271213574
dayscons_x           0.012398548  0.0125252596  0.011159986  0.022465872
dayscons_weeks_x     0.031989812  0.0293813519  0.027592916  0.039389293
dayscons_y           0.057702452  0.0511536851  0.053174935  0.051073445
dayscons_weeks_y     0.057658952  0.0511809681  0.053201372  0.051098923
certcode_ade        -0.072242212 -0.1002172048 -0.092230920 -0.104661254
certcode_mini        0.292409521  0.3347298493  0.330176319  0.302669425
certcode             0.001656967 -0.0156591958 -0.010509934 -0.014070685
deprmd              -0.043990811 -0.0639455503 -0.067474064 -0.051331647
depsleep            -0.014433421 -0.0133593236 -0.011113249 -0.005042730
depsleepcat         -0.025955964 -0.0074775310 -0.007735149 -0.006057566
depinter            -0.040141994  0.0103552833  0.009248129  0.015278788
depguilt             0.051370531  0.0033020032  0.003881665  0.014678240
depenerg            -0.039471363  0.0254806532  0.017079903  0.016144016
depconcn            -0.056348543 -0.0311148702 -0.031273728 -0.028088485
depappet            -0.009746386  0.0083626370  0.011147489  0.014677456
deppmr               0.042718438 -0.0152675166 -0.009108070  0.003535052
dage1st             -0.043248107  0.0086399070  0.013983129 -0.003112092
dage1stcat           0.035356229  0.0222896635  0.025969152  0.022967548
mage1st             -0.017171261  0.0275924719  0.035233280  0.016728107
mage1stcat           0.007225700  0.0233460935  0.033264376  0.018975968
depsi                0.059764903  0.0191521763  0.020220598  0.017034862
depsicat             0.004327808 -0.0267035494 -0.032169123 -0.013473673
depsev               0.073017711  0.0327375039  0.039123042  0.023178255
depse               -0.058132212 -0.0140027693 -0.012781102 -0.018068877
depdist              0.053944034  0.0332664233  0.029554195  0.024095358
deppma               0.022444969  0.0153114428  0.009135966  0.012571812
elvselfe            -0.115462178 -0.0513426958 -0.048553028 -0.054092124
elvsleep             0.024358247 -0.0076950467 -0.006086331 -0.007327456
elvtalk             -0.024240381  0.0198526544  0.018768219  0.023854507
elvfoi               0.018929801  0.0260129241  0.022501805  0.035011672
elvdistr             0.020704025  0.0270616587  0.023956804  0.022590513
elvgdact            -0.038545859  0.0067146701  0.002687198  0.016376275
elvhrb               0.048772934  0.0007900083 -0.000126901  0.009141316
elvpma               0.040712729  0.0285581364  0.021873776  0.030170246
majdepc              0.487311491  0.5313698245  0.520640581  0.485541860
majdepp              0.623762536  0.7185687726  0.703654188  0.673583510
moodgenc             0.635377226  0.7362224302  0.724117868  0.689733651
moodgenp             0.629147604  0.7299833708  0.718039685  0.685000202
moodsubc             0.637284091  0.7432266827  0.730896996  0.691175405
moodsubp             0.626062280  0.7183127561  0.706616644  0.669450989
manicc               0.533249446  0.6417421424  0.628723099  0.594959183
hmanicc              0.527655472  0.6128617883  0.593972410  0.574747710
manicp               0.461904131  0.5831501907  0.565154377  0.539660765
hmanicp              0.446946386  0.4880213360  0.476992366  0.453012319
typeiic              0.445453815  0.5185135172  0.504616000  0.480398251
typeiip              0.425663337  0.4962155089  0.481930601  0.465020683
clinstat            -0.032967233 -0.0037359995 -0.005436736  0.002528896
manlast              0.033981968  0.0379621423  0.044522021  0.046673421
deppast              0.119391445  0.0729183794  0.081437627  0.075153081
mangenc              0.645447835  0.7495403929  0.737055503  0.701433781
mangenp              0.645124965  0.7444748113  0.732114397  0.698377884
hypogenc             0.644127881  0.7482629000  0.735809367  0.700161850
hypogenp             0.640899258  0.7441871761  0.731836802  0.695891167
mansubc              0.640899258  0.7441871761  0.731836802  0.695891167
mansubp              0.586748799  0.6696492134  0.659210708  0.627232749
hyposubc             0.641848902  0.7466839442  0.734272090  0.698377884
hyposubp             0.588293307  0.6769866932  0.666351173  0.634923338
anxdisc              0.656601397  0.7477465961  0.743980865  0.699982665
anxdisp              0.644618333  0.7310899069  0.727515035  0.685058840
anxsubc              0.657428054  0.7553500368  0.751585069  0.706407789
anxsubp              0.654974025  0.7517622675  0.747969411  0.702212383
pdnoagc              0.579228800  0.6754572277  0.672362993  0.635811341
pdnoagp              0.515010993  0.5958664875  0.594019689  0.564916997
pdagorc              0.623345360  0.6453541180  0.639206962  0.605303059
pdagorp              0.610176932  0.5968216500  0.587868541  0.573411943
agorc                0.592918717  0.6727468621  0.666004449  0.630006266
agorp                0.581945239  0.6390535653  0.631461836  0.603582050
phobiac              0.879340387  0.6024773126  0.602804875  0.565065260
phobiap              1.000000000  0.5792345746  0.576470365  0.560160209
ocdcur               0.579234575  1.0000000000  0.972814967  0.901957996
ocdc                 0.576470365  0.9728149666  1.000000000  0.876966864
ocdpast              0.560160209  0.9019579961  0.876966864  1.000000000
ocdp                 0.561996090  0.8869023335  0.902369807  0.979032461
ocdgenc              0.642677710  0.7463764636  0.783542747  0.692504702
ocdgenp              0.644458905  0.7469928517  0.777876158  0.702888497
ocdsubc              0.641039804  0.7463764636  0.783542747  0.694493226
ocdsubp              0.640554442  0.7454319635  0.773975608  0.705071863
ptsdcur              0.567514075  0.6329263198  0.617699790  0.590864786
ptsdc                0.539809598  0.5961621298  0.617810621  0.558292717
ptsdpast             0.524611882  0.5481009620  0.536104944  0.524190998
ptsdp                0.507638994  0.5259847132  0.543529597  0.504440568
alcdepc              0.531609315  0.5802824643  0.590935183  0.537311272
alcdepp              0.491168001  0.5112843175  0.514980017  0.483207813
alcabusc             0.511542205  0.5694319180  0.570960364  0.524697831
alcabusp             0.477922247  0.5119999780  0.511755636  0.489039471
drugdepc             0.541988751  0.5999746484  0.610976767  0.564910551
drugdepp             0.489055617  0.5134607370  0.517923209  0.486757420
drugabc              0.528182548  0.5801573687  0.578259037  0.536889143
drugabp              0.476981858  0.5204538677  0.513189659  0.490570417
psychp               0.572925393  0.6570929728  0.661315478  0.619658236
bpsychp              0.622229194  0.6939767260  0.698618952  0.650954572
ipsychp              0.412273146  0.4895697060  0.482514861  0.470983498
psychc               0.607203735  0.6943244267  0.698784558  0.651679891
bpsychc              0.626858887  0.6982050463  0.702841878  0.655210306
ipsychc              0.537063903  0.6096665952  0.613878857  0.567760167
schizc               0.620196067  0.6994753821  0.704108348  0.655888542
schizp               0.619859868  0.6963087946  0.700945895  0.652703536
schaffc              0.620356020  0.6929406630  0.697538676  0.649689449
schaffp              0.613422676  0.6859061922  0.686468104  0.646070745
schphrc              0.625301557  0.6982050463  0.702841878  0.655210306
schphrp              0.625301557  0.6982050463  0.702841878  0.655210306
deldisc              0.625301557  0.6982050463  0.702841878  0.655210306
deldisp              0.622980291  0.6960796902  0.700719197  0.653071477
psygenc              0.626470820  0.6992762412  0.703911751  0.656288059
psygenp              0.622229194  0.6939767260  0.694542133  0.654712045
psysubc              0.625692911  0.6971395454  0.701777709  0.654138128
psysubp              0.610399492  0.6662851424  0.670557383  0.631310572
psynosc              0.620599952  0.6910016637  0.695468457  0.648922916
psynosp              0.598390744  0.6683549851  0.672701730  0.628646867
moodnosp             0.616047777  0.6963058209  0.700897285  0.652480068
deppsyc              0.621002888  0.6973587611  0.701994473  0.653759762
deppsyp              0.611174509  0.6814097100  0.685980621  0.639084836
bulpurgc             0.623700845  0.6974866107  0.709670221  0.658499111
bulpurgp             0.562112768  0.6228441641  0.633438230  0.605323853
bulnonpc             0.644569124  0.7165580647  0.729203337  0.671287851
bulnonpp             0.634361804  0.6942973753  0.706649434  0.654145391
anbingec             0.654701244  0.7285261593  0.733205992  0.681839899
anbingep             0.626246918  0.7004532204  0.712598981  0.654028165
anrestrc             0.653102403  0.7263698804  0.731099923  0.679898803
anrestrp             0.609490354  0.6668139012  0.678714507  0.632398636
genanxc              0.552129201  0.5851912348  0.593390285  0.553830599
genanxp              0.539044678  0.5602786971  0.573145470  0.534852121
ganxgenc             0.640849943  0.7255583194  0.730386138  0.679518183
ganxgenp             0.639954368  0.7232178232  0.728047389  0.679121814
gadsubc              0.638889008  0.7267384322  0.731565399  0.680698157
gadsubp              0.637993935  0.7243848027  0.729213488  0.680292255
addkidc              0.457435139  0.5322672648  0.543180978  0.500708923
addkidp              0.471130802  0.5460541544  0.557704142  0.516558047
addadltc             0.544042464  0.5925362009  0.597632577  0.551890667
addadltp             0.526838434  0.5708666818  0.575909903  0.532590974
                             ocdp      ocdgenc      ocdgenp      ocdsubc
stepid              -0.0050028830  0.009626332  0.004906929  0.007137926
dayscons_ade         0.0555580081  0.037701234  0.042318793  0.037795317
dayscons_weeks_ade   0.0501033184  0.036444589  0.040833179  0.036444589
dayscons_mini        0.1635394915  0.211474167  0.211498586  0.211474167
dayscons_weeks_mini  0.2715576928  0.357116310  0.357850389  0.357116310
dayscons_x           0.0226252888  0.003639808  0.003327921  0.006892107
dayscons_weeks_x     0.0394545991  0.024810217  0.023784361  0.027874855
dayscons_y           0.0516941612  0.085867476  0.085882894  0.088144225
dayscons_weeks_y     0.0517175205  0.085863033  0.085875354  0.088137926
certcode_ade        -0.0938158769 -0.095851607 -0.094796703 -0.096252037
certcode_mini        0.3045262933  0.438213940  0.441553022  0.437849161
certcode            -0.0092625797  0.014295772  0.012981074  0.015271700
deprmd              -0.0573913296 -0.092527694 -0.094062185 -0.092527694
depsleep            -0.0035500194  0.010109916  0.011775383  0.011141498
depsleepcat         -0.0052888242  0.011532875  0.016442439  0.013398357
depinter             0.0155836109  0.051321422  0.054166415  0.051990735
depguilt             0.0135111571 -0.014814295 -0.016297965 -0.014814295
depenerg             0.0109342466  0.020401795  0.020327782  0.017839656
depconcn            -0.0268979970  0.024247092  0.024406516  0.020383399
depappet             0.0180533367  0.014791509  0.015765524  0.016158545
deppmr               0.0069959731 -0.006041854 -0.005337978 -0.004291268
dage1st              0.0020225411  0.046371014  0.049754638  0.046796329
dage1stcat           0.0269704674  0.028747208  0.030396708  0.029029667
mage1st              0.0264967951  0.072127907  0.073510826  0.074147613
mage1stcat           0.0300972695  0.062907559  0.063075684  0.064526476
depsi                0.0181352167 -0.006477451 -0.010399766 -0.008976854
depsicat            -0.0199227999 -0.049357343 -0.048878822 -0.049357343
depsev               0.0292890973 -0.010560782 -0.017034180 -0.012858802
depse               -0.0164963559  0.035621565  0.038387034  0.034205771
depdist              0.0225792069 -0.034781881 -0.038996523 -0.035550978
deppma               0.0080317352 -0.059038029 -0.062172733 -0.060920171
elvselfe            -0.0503485786 -0.032909623 -0.031231936 -0.032909623
elvsleep            -0.0074390359 -0.003494149 -0.003577010 -0.003494149
elvtalk              0.0229079346 -0.016272735 -0.017513342 -0.016272735
elvfoi               0.0318156137 -0.053899741 -0.055850435 -0.053899741
elvdistr             0.0216643341 -0.048273138 -0.053095021 -0.049115456
elvgdact             0.0122882934 -0.017318197 -0.016338906 -0.017318197
elvhrb               0.0081799425 -0.025845765 -0.026776323 -0.025845765
elvpma               0.0251794338 -0.041149199 -0.044233205 -0.043057612
majdepc              0.4792504197  0.624035664  0.625186740  0.622607286
majdepp              0.6644356218  0.883465644  0.887678012  0.883465644
moodgenc             0.6832481036  0.920213545  0.924317016  0.920213545
moodgenp             0.6786046674  0.908952783  0.912983211  0.908952783
moodsubc             0.6846104950  0.926570427  0.930730860  0.926570427
moodsubp             0.6632827487  0.891057721  0.894986541  0.891057721
