                  tryhsui       deprmd     depsleep  depsleepcat      depinter
ipsychp      0.9674247772  0.973657356  0.968952195  0.9690437498  0.970573266
psychc       0.9721430035  0.975227435  0.973677118  0.9737453687  0.975286629
bpsychc      0.9706545089  0.973740812  0.972188521  0.9722543111  0.973794295
ipsychc      0.9706409225  0.973719064  0.972172682  0.9722373199  0.973775801
schizc       0.9721434142  0.975228296  0.973677501  0.9737468552  0.975288240
schizp       0.9721430267  0.975227728  0.973677047  0.9737465108  0.975287867
schaffc      0.9706539228  0.973739808  0.972187779  0.9722535102  0.973793428
schaffp      0.9706218781  0.973739070  0.972187373  0.9722212145  0.973792319
schphrc      0.9706545089  0.973740812  0.972188521  0.9722543111  0.973794295
schphrp      0.9706545089  0.973740812  0.972188521  0.9722543111  0.973794295
deldisc      0.9706545089  0.973740812  0.972188521  0.9722543111  0.973794295
deldisp      0.9706542509  0.973740434  0.972188218  0.9722540818  0.973794047
psygenc      0.9706546380  0.973741001  0.972188672  0.9722544259  0.973794420
psygenp      0.9706227844  0.973740693  0.972188547  0.9722225792  0.973793799
psysubc      0.9706543799  0.973740623  0.972188370  0.9722541964  0.973794171
psysubp      0.9706506994  0.973735638  0.972185381  0.9722481385  0.973787599
psynosc      0.9706538439  0.973739576  0.972187838  0.9722526003  0.973792442
psynosp      0.9706509397  0.973735338  0.972184831  0.9722489088  0.973788436
moodnosp     0.9721430845  0.975227669  0.973677060  0.9737462817  0.975287618
deppsyc      0.9721431558  0.975227917  0.973677198  0.9737466255  0.975287991
deppsyp      0.9721412230  0.975225106  0.973675136  0.9737443486  0.975285523
bulpurgc     0.9828208689  0.982786808  0.984359119  0.9844164611  0.985968704
bulpurgp     0.9828069136  0.982771078  0.984347527  0.9843989695  0.985949776
bulnonpc     0.9828233621  0.982789375  0.984360945  0.9844198329  0.985972335
bulnonpp     0.9828203310  0.982786092  0.984358329  0.9844168324  0.985969104
anbingec     0.9812369990  0.984315127  0.982772160  0.9828320012  0.984382158
anbingep     0.9828213247  0.982786035  0.984358326  0.9844165848  0.985968837
anrestrc     0.9812366810  0.984314806  0.982771842  0.9828320012  0.984382158
anrestrp     0.9828160917  0.982781219  0.984354510  0.9844121917  0.985964099
genanxc      0.9797488218  0.979707011  0.981283103  0.9782110831  0.979751817
genanxp      0.9813198965  0.978182941  0.982856058  0.9797889010  0.981330148
ganxgenc     0.9812364441  0.984314744  0.982771671  0.9828323568  0.984382543
ganxgenp     0.9812361779  0.984314678  0.982771679  0.9828321197  0.984382605
gadsubc      0.9812365773  0.984314938  0.982771827  0.9828324755  0.984382671
gadsubp      0.9812363109  0.984314872  0.982771834  0.9828322382  0.984382733
addkidc      0.7036296696  0.704402169  0.704916871  0.7048487479  0.706188572
addkidp      0.7419415544  0.742599187  0.743275990  0.7433149530  0.744683043
addadltc     0.9707523428  0.970747575  0.972254726  0.9723410849  0.973878889
addadltp     0.9707445757  0.970736201  0.972246237  0.9723316708  0.973868492
                  ocdsubc       ocdsubp      ptsdcur         ptsdc     ptsdpast
tryhsui      0.0634310519  0.0628227404  0.062642991  0.0633931407  0.062529127
deprmd      -0.0872748183 -0.0883776185 -0.083218658 -0.0882307999 -0.083197713
depsleep     0.0333347565  0.0334573859  0.033211639  0.0320981676  0.033217966
depsleepcat  0.0314495204  0.0321589244  0.031209176  0.0312587725  0.030949730
depinter     0.0512110923  0.0514170420  0.052042355  0.0507172987  0.052156592
depguilt     0.0264830629  0.0265599824  0.027437386  0.0259031277  0.027716200
depconcn    -0.0128443992 -0.0127156454 -0.012970272 -0.0126433896 -0.012962332
depappet    -0.0102604433 -0.0102252546 -0.010449988 -0.0103719227 -0.010299182
deppmr      -0.0183523327 -0.0183552700 -0.018176824 -0.0183154694 -0.018102790
dage1st      0.0809638202  0.0815308126  0.076775117  0.0789351546  0.076603297
dage1stcat   0.0805800035  0.0809562387  0.076788585  0.0784061945  0.076842998
mage1st      0.1022252872  0.1028101060  0.093064073  0.1003452738  0.092615215
mage1stcat   0.0999752756  0.1003601802  0.090724096  0.0978234546  0.090406863
depsi        0.0119514545  0.0119545692  0.012325193  0.0111177429  0.012467676
depsicat    -0.0925867231 -0.0919640218 -0.087079181 -0.0916585709 -0.087021981
depenerg    -0.0084461569 -0.0083133109 -0.007412272 -0.0079919846 -0.007238762
depsev       0.0206761250  0.0187896798  0.012799580  0.0158474541  0.013103068
depse        0.0354895846  0.0356607877  0.036172845  0.0349908411  0.036233448
depdist      0.0008901281  0.0009040014  0.001364617  0.0001703798  0.001506900
deppma      -0.0034084987 -0.0033771946 -0.002516417 -0.0039220503 -0.002343581
elvselfe    -0.0166791292 -0.0166006805 -0.016728014 -0.0161388907 -0.016599258
hxsui        0.1601270096  0.1605427262  0.152741276  0.1670297386  0.152497660
elvsleep    -0.0096581475 -0.0096447259 -0.009668206 -0.0089817687 -0.009522539
elvtalk     -0.0111834116 -0.0112380653 -0.010770783 -0.0117950929 -0.010664051
elvfoi      -0.0175103191 -0.0175903764 -0.016831856 -0.0174924965 -0.016646898
elvdistr    -0.0183800302 -0.0184911521 -0.018363993 -0.0189674005 -0.018184793
elvgdact    -0.0222509376 -0.0222251864 -0.021622413 -0.0222195269 -0.021769321
elvhrb      -0.0134528781 -0.0134593533 -0.013067322 -0.0133510354 -0.012880769
elvpma      -0.0087635121 -0.0087553276 -0.007965261 -0.0091980785 -0.007838261
majdepc      0.9810731496  0.9826073457  0.988857230  0.9703440464  0.988836889
majdepp      0.9826982310  0.9842478502  0.990487819  0.9719960610  0.990467130
moodgenc     0.9842872973  0.9858365340  0.992072229  0.9735865236  0.992045404
moodgenp     0.9842863924  0.9858355399  0.992070245  0.9735856586  0.992043726
moodsubc     0.9827350091  0.9842828536  0.990515980  0.9720463086  0.990460709
moodsubp     0.9827321131  0.9842796707  0.990511945  0.9720458323  0.990457513
manicc       0.9826876398  0.9842337849  0.990495276  0.9750906335  0.990471051
hmanicc      0.9764691307  0.9780081196  0.987395961  0.9689841168  0.987382117
manicp       0.9779344699  0.9794867111  0.988857397  0.9703101981  0.988841624
hmanicp      0.9764208914  0.9779478418  0.987288246  0.9689988038  0.987273992
typeiic      0.9779881337  0.9795256905  0.988862996  0.9704709429  0.988840408
typeiip      0.9779485945  0.9794841795  0.988836559  0.9704413162  0.988814259
clinstat     0.0178077291  0.0184145762  0.019049677  0.0203918711  0.018972654
manlast      0.0572588994  0.0576652966  0.047590488  0.0513283226  0.047392815
deppast      0.1015969650  0.1020651870  0.092311848  0.1002001788  0.092388871
mangenc      0.9827355165  0.9842834104  0.990516584  0.9751552240  0.990493108
mangenp      0.9827351104  0.9842829648  0.990515842  0.9751549378  0.990492860
hypogenc     0.9827354148  0.9842832989  0.990516398  0.9751551523  0.990493207
hypogenp     0.9827349080  0.9842827425  0.990515472  0.9751547953  0.990492092
mansubc      0.9827349080  0.9842827425  0.990515472  0.9751547953  0.990491769
mansubp      0.9827267449  0.9842737491  0.990501887  0.9751507325  0.990479520
hyposubc     0.9827351104  0.9842829648  0.990516165  0.9751552550  0.990492538
hyposubp     0.9827277761  0.9842748889  0.990503517  0.9751511177  0.990478986
anxdisc      0.9889939235  0.9905486158  0.993636094  0.9782500389  0.993605435
anxdisp      0.9889921544  0.9905466880  0.993633462  0.9782492257  0.993603167
anxsubc      0.9889953788  0.9905502002  0.993637218  0.9782497037  0.993606083
anxsubp      0.9889944813  0.9905492233  0.993636375  0.9782497613  0.993605583
pdnoagc      0.9889821532  0.9905357452  0.993620308  0.9782468199  0.993591579
pdnoagp      0.9889676791  0.9905197387  0.993597602  0.9782416650  0.993570431
pdagorc      0.9889378298  0.9904903877  0.993616024  0.9781314939  0.993589991
pdagorp      0.9888892884  0.9904399990  0.993594561  0.9781029378  0.993575188
agorc        0.9889467164  0.9904999019  0.993620377  0.9781880476  0.993591209
agorp        0.9889373035  0.9904894808  0.993606643  0.9781544025  0.993578777
phobiac      0.9858299440  0.9873777397  0.987368740  0.9750304413  0.987355353
phobiap      0.9857831876  0.9873288011  0.987346116  0.9750024187  0.987340236
ocdcur       0.9889673255  0.9905176476  0.999926698  0.9782220573  0.999879221
ocdc         0.9983975281  0.9968310209  0.987391362  0.9844478602  0.987374038
ocdpast      0.9889264748  0.9905086210  0.999908539  0.9782224865  0.999864503
ocdp         0.9967813439  0.9983755998  0.988918336  0.9859878106  0.988900720
ocdgenc      0.9999996801  0.9984307186  0.988965543  0.9829322359  0.988946128
ocdgenp      0.9984311702  0.9999991987  0.990516213  0.9844817938  0.990492984
ocdsubc      1.0000000000  0.9984310389  0.988965543  0.9829322359  0.988945806
ocdsubp      0.9984310389  1.0000000000  0.990515657  0.9844814920  0.990492637
ptsdcur      0.9889655433  0.9905156573  1.000000000  0.9783284246  0.999942538
ptsdc        0.9829322359  0.9844814920  0.978328425  1.0000000000  0.978292349
ptsdpast     0.9889458064  0.9904926372  0.999942538  0.9782923485  1.000000000
ptsdp        0.9844142013  0.9859616305  0.979780712  0.9983788747  0.979885470
alcdepc      0.9859243620  0.9874755532  0.984287144  0.9813710537  0.984248905
alcdepp      0.9858434394  0.9874201851  0.984225745  0.9813300650  0.984198918
alcabusc     0.9858457775  0.9873954869  0.987349431  0.9813128716  0.987302000
alcabusp     0.9842609510  0.9858014300  0.985745071  0.9796877844  0.985717067
drugdepc     0.9783289955  0.9798738807  0.976733456  0.9737966658  0.976712968
drugdepp     0.9767538202  0.9783248625  0.975191283  0.9722554144  0.975150782
drugabc      0.9751607578  0.9735956617  0.976728611  0.9675577756  0.976708688
drugabp      0.9780632390  0.9796004009  0.982740095  0.9735726939  0.982715428
psychp       0.9722463946  0.9737856021  0.973758146  0.9707769358  0.973711977
bpsychp      0.9722538529  0.9737937171  0.973767939  0.9708127683  0.973754485
ipsychp      0.9690437498  0.9705730149  0.973683902  0.9675051238  0.973642314
psychc       0.9737453687  0.9752865156  0.975256284  0.9723048173  0.975237984
bpsychc      0.9722543111  0.9737942145  0.973768651  0.9708131838  0.973754710
ipsychc      0.9722373199  0.9737756760  0.973748973  0.9708050687  0.973736122
schizc       0.9737468552  0.9752881297  0.975257320  0.9723049121  0.975239507
schizp       0.9737465108  0.9752877559  0.975256785  0.9723045997  0.975238861
schaffc      0.9722535102  0.9737933449  0.973768043  0.9708130833  0.973754476
schaffp      0.9722212145  0.9737922335  0.973766450  0.9708121562  0.973753501
schphrc      0.9722543111  0.9737942145  0.973768651  0.9708131838  0.973755028
schphrp      0.9722543111  0.9737942145  0.973768651  0.9708131838  0.973755028
deldisc      0.9722543111  0.9737942145  0.973768651  0.9708131838  0.973754710
deldisp      0.9722540818  0.9737939656  0.973768295  0.9708129759  0.973754279
psygenc      0.9722544259  0.9737943391  0.973768829  0.9708132879  0.973754926
psygenp      0.9722225792  0.9737937171  0.973767939  0.9708127683  0.973754167
psysubc      0.9722541964  0.9737940900  0.973768473  0.9708130798  0.973754495
psysubp      0.9722481385  0.9737875028  0.973760585  0.9708091620  0.973748406
psynosc      0.9722526003  0.9737923566  0.973768219  0.9708138230  0.973753715
psynosp      0.9722489088  0.9737883416  0.973764665  0.9708126730  0.973750517
moodnosp     0.9737462817  0.9752875071  0.975256429  0.9723043919  0.975238430
deppsyc      0.9737466255  0.9752878804  0.975257282  0.9723050170  0.975239395
deppsyp      0.9737443486  0.9752854072  0.975255331  0.9723045197  0.975237012
bulpurgc     0.9844164611  0.9859684120  0.982820147  0.9829729919  0.982815892
bulpurgp     0.9843989695  0.9859494420  0.982799999  0.9829312747  0.982804827
bulnonpc     0.9844198329  0.9859720504  0.982822091  0.9829732377  0.982817574
bulnonpp     0.9844168324  0.9859688129  0.982819397  0.9829408699  0.982814936
anbingec     0.9828320012  0.9843818791  0.984350117  0.9814138344  0.984341464
anbingep     0.9844165848  0.9859685456  0.982819042  0.9829718442  0.982813865
anrestrc     0.9828320012  0.9843818791  0.984350438  0.9814141500  0.984342748
anrestrp     0.9844121917  0.9859637973  0.982813665  0.9829687823  0.982813219
genanxc      0.9782110831  0.9797514661  0.979703220  0.9798141235  0.979713196
genanxp      0.9797889010  0.9813297371  0.978209741  0.9813972962  0.978227281
ganxgenc     0.9828323568  0.9843822643  0.984350664  0.9814141580  0.984342125
ganxgenp     0.9828321197  0.9843823265  0.984350299  0.9814139422  0.984342005
gadsubc      0.9828324755  0.9843823929  0.984350846  0.9814142660  0.984342345
gadsubp      0.9828322382  0.9843824549  0.984350481  0.9814140500  0.984342225
addkidc      0.7048733582  0.7061944738  0.704483087  0.7031945354  0.704279085
addkidp      0.7433404591  0.7446879354  0.742680090  0.7416273788  0.742434223
addadltc     0.9723407701  0.9738787477  0.970776254  0.9708627275  0.970801279
addadltp     0.9723313561  0.9738683220  0.970763807  0.9708569211  0.970791920
                    ptsdp       alcdepc      alcdepp      alcabusc
tryhsui      0.0645757139  0.0612938042  0.061127891  0.0636389110
deprmd      -0.0874763212 -0.0873002144 -0.087247615 -0.0858114799
depsleep     0.0319985391  0.0331535753  0.033236409  0.0335449599
depsleepcat  0.0305154256  0.0310421402  0.030159700  0.0317403835
depinter     0.0509328254  0.0511386259  0.051042403  0.0515729778
depguilt     0.0263054333  0.0262001423  0.025434711  0.0264265323
depconcn    -0.0126051024 -0.0124110415 -0.012583616 -0.0122217793
depappet    -0.0104144192 -0.0104045571 -0.010457119 -0.0104159455
deppmr      -0.0182464217 -0.0182841357 -0.018278556 -0.0184973562
dage1st      0.0789900505  0.0802440937  0.080252393  0.0774543124
dage1stcat   0.0787533797  0.0796384446  0.080041715  0.0771876602
mage1st      0.1001022281  0.0976083812  0.097048887  0.0943625639
mage1stcat   0.0977969677  0.0947019261  0.094618365  0.0914699561
depsi        0.0113213939  0.0117933173  0.011778814  0.0118111872
depsicat    -0.0908353487 -0.0907151629 -0.090649595 -0.0894468173
depenerg    -0.0078039088 -0.0079107293 -0.008202557 -0.0078393750
depsev       0.0165696634  0.0148323613  0.014879457  0.0108810293
depse        0.0351480450  0.0356241938  0.035270283  0.0359150477
depdist      0.0003228169  0.0006658185  0.000265657  0.0007708965
deppma      -0.0037213033 -0.0034935618 -0.003430690 -0.0033996699
elvselfe    -0.0160733851 -0.0158021391 -0.015934380 -0.0157537836
hxsui        0.1622564192  0.1589612660  0.159035173  0.1545161565
elvsleep    -0.0088305674 -0.0091415245 -0.009216502 -0.0090739251
elvtalk     -0.0117418362 -0.0112512522 -0.011705332 -0.0114011347
elvfoi      -0.0173862623 -0.0174249333 -0.017413339 -0.0175800075
elvdistr    -0.0188998669 -0.0185910388 -0.019001018 -0.0186733236
elvgdact    -0.0223399304 -0.0221315952 -0.022081314 -0.0220558970
elvhrb      -0.0131735377 -0.0132922320 -0.013398007 -0.0132849852
elvpma      -0.0090646251 -0.0088423896 -0.008889946 -0.0087992718
majdepc      0.9718130032  0.9795057834  0.979414287  0.9793986403
majdepp      0.9734799883  0.9811862780  0.981118623  0.9810920947
moodgenc     0.9750640817  0.9827758523  0.982726115  0.9826792175
moodgenp     0.9750634311  0.9827752039  0.982726465  0.9826781316
moodsubc     0.9734945256  0.9812267159  0.981152668  0.9811319711
moodsubp     0.9734946007  0.9812252118  0.981152754  0.9811297707
manicc       0.9765678516  0.9811534695  0.981112706  0.9810563852
hmanicc      0.9704683714  0.9749856915  0.974931201  0.9780374942
manicp       0.9718054825  0.9764292476  0.976344021  0.9794703185
hmanicp      0.9704708354  0.9749586584  0.974937415  0.9780166318
typeiic      0.9719452067  0.9765030702  0.976439144  0.9795526125
typeiip      0.9719136997  0.9764674413  0.976430918  0.9795438337
clinstat     0.0209011643  0.0170335678  0.016528500  0.0185362174
manlast      0.0514531646  0.0558661000  0.055715654  0.0536779127
deppast      0.1008090462  0.0996366319  0.101745399  0.0985642305
mangenc      0.9766348109  0.9812269393  0.981184396  0.9811319397
mangenp      0.9766349723  0.9812265054  0.981184017  0.9811314533
hypogenc     0.9766350097  0.9812268306  0.981184540  0.9811318179
hypogenp     0.9766344191  0.9812262890  0.981183669  0.9811315302
mansubc      0.9766341019  0.9812262890  0.981183351  0.9811318498
mansubp      0.9766305568  0.9812200908  0.981176074  0.9811251944
hyposubc     0.9766346551  0.9812265054  0.981183699  0.9811320924
hyposubp     0.9766289185  0.9812202425  0.981176634  0.9811251686
anxdisc      0.9797253223  0.9843322711  0.984277455  0.9842341669
anxdisp      0.9797247143  0.9843305481  0.984277228  0.9842322334
anxsubc      0.9797246414  0.9843333694  0.984277497  0.9842354353
anxsubp      0.9797249606  0.9843328146  0.984277052  0.9842347761
pdnoagc      0.9797229512  0.9843249709  0.984237963  0.9842257377
pdnoagp      0.9797178601  0.9843153979  0.984198747  0.9842138193
pdagorc      0.9796090332  0.9842255948  0.984142773  0.9841212038
pdagorp      0.9795849991  0.9841835658  0.984109527  0.9840769200
agorc        0.9796634013  0.9842910630  0.984208380  0.9841909506
agorp        0.9796615313  0.9842844872  0.984205923  0.9841833613
phobiac      0.9765123376  0.9811398542  0.981050756  0.9810499428
phobiap      0.9764893482  0.9811345451  0.981020415  0.9810416774
ocdcur       0.9796842708  0.9842509863  0.984185933  0.9873149536
ocdc         0.9859284004  0.9842948667  0.984192750  0.9842148371
ocdpast      0.9796867579  0.9842446939  0.984182541  0.9873054481
ocdp         0.9874681966  0.9858288804  0.985753924  0.9857456155
ocdgenc      0.9844145181  0.9859243620  0.985843757  0.9858457775
ocdgenp      0.9859617553  0.9874759369  0.987420448  0.9873959101
ocdsubc      0.9844142013  0.9859243620  0.985843439  0.9858457775
ocdsubp      0.9859616305  0.9874755532  0.987420185  0.9873954869
ptsdcur      0.9797807118  0.9842871440  0.984225745  0.9873494310
ptsdc        0.9983788747  0.9813710537  0.981330065  0.9813128716
ptsdpast     0.9798854700  0.9842489049  0.984198918  0.9873020002
ptsdp        1.0000000000  0.9828280035  0.982791708  0.9827631628
alcdepc      0.9828280035  1.0000000000  0.996780372  0.9967921281
alcdepp      0.9827917079  0.9967803724  1.000000000  0.9967439470
alcabusc     0.9827631628  0.9967921281  0.996743947  1.0000000000
alcabusp     0.9811477429  0.9951576819  0.998291213  0.9983393892
drugdepc     0.9752649616  0.9922324813  0.989050036  0.9890825256
drugdepp     0.9736982522  0.9875865072  0.987518052  0.9875821449
drugabc      0.9690261897  0.9859905742  0.982762356  0.9859603583
drugabp      0.9750365011  0.9858231203  0.985793971  0.9889326226
psychp       0.9722182413  0.9769062004  0.976908858  0.9768549402
bpsychp      0.9722868786  0.9769135224  0.976884460  0.9768637643
ipsychp      0.9689757919  0.9736854623  0.973633328  0.9767662597
psychc       0.9737754100  0.9784102613  0.978406225  0.9783586459
bpsychc      0.9722868529  0.9769140852  0.976885282  0.9768643794
ipsychc      0.9722783352  0.9769008280  0.976872729  0.9768468698
schizc       0.9737761049  0.9784111435  0.978407013  0.9783600117
schizp       0.9737756540  0.9784107206  0.978406709  0.9783595495
schaffc      0.9722870553  0.9769127869  0.976884785  0.9768629887
schaffp      0.9722866516  0.9769118429  0.976884197  0.9768616126
schphrc      0.9722871658  0.9769137708  0.976884969  0.9768640642
schphrp      0.9722871658  0.9769137708  0.976884969  0.9768640642
deldisc      0.9722868529  0.9769137708  0.976885282  0.9768640642
deldisp      0.9722865528  0.9769134892  0.976884871  0.9768637564
psygenc      0.9722870032  0.9769139117  0.976885174  0.9768642182
psygenp      0.9722865658  0.9769135224  0.976885401  0.9768634491
psysubc      0.9722867028  0.9769139444  0.976885077  0.9768645406
psysubp      0.9722840487  0.9769086764  0.976883199  0.9768588867
psynosc      0.9722868004  0.9769126112  0.976883774  0.9768623955
psynosp      0.9722856928  0.9769093151  0.976881470  0.9768580406
moodnosp     0.9737753539  0.9784107539  0.978405983  0.9783595574
deppsyc      0.9737761174  0.9784105467  0.978406915  0.9783593879
deppsyp      0.9737750103  0.9784077466  0.978404384  0.9783569571
bulpurgc     0.9844641552  0.9890907994  0.989017533  0.9890396366
bulpurgp     0.9844299623  0.9890741282  0.989003701  0.9890210014
bulnonpc     0.9844643951  0.9890942462  0.989020531  0.9890428026
bulnonpp     0.9844318570  0.9890915662  0.989018179  0.9890401261
anbingec     0.9829024275  0.9875241348  0.987450243  0.9874649899
anbingep     0.9844621086  0.9890909493  0.989018697  0.9890391646
anrestrc     0.9829036899  0.9875241348  0.987449926  0.9874646720
anrestrp     0.9844633614  0.9890862456  0.989011642  0.9890339883
genanxc      0.9813116239  0.9828637185  0.985838051  0.9828032901
genanxp      0.9828989953  0.9844218022  0.987426273  0.9843674344
ganxgenc     0.9829028907  0.9875248865  0.990583657  0.9874654639
ganxgenp     0.9829028974  0.9875245967  0.990583850  0.9874651478
gadsubc      0.9829030452  0.9875247143  0.990583878  0.9874653042
gadsubp      0.9829030518  0.9875244243  0.990584070  0.9874649879
addkidc      0.7042650300  0.7082112127  0.708203862  0.7082626668
addkidp      0.7426822854  0.7467495191  0.749092750  0.7467707794
addadltc     0.9723691746  0.9738510849  0.976873895  0.9738345116
addadltp     0.9723654396  0.9738431225  0.976865090  0.9738261325
                 alcabusp      drugdepc      drugdepp       drugabc
tryhsui      0.0621499362  6.218577e-02  0.0626391709  6.401395e-02
deprmd      -0.0861489665 -8.744396e-02 -0.0899081604 -8.377118e-02
depsleep     0.0333345006  3.268578e-02  0.0329524409  3.268205e-02
depsleepcat  0.0306463884  3.122295e-02  0.0308514736  3.108629e-02
depinter     0.0514866338  5.104835e-02  0.0507787255  5.095401e-02
depguilt     0.0263644111  2.525988e-02  0.0249553363  2.529084e-02
depconcn    -0.0123321459 -1.231319e-02 -0.0124280533 -1.246680e-02
depappet    -0.0102798843 -1.035254e-02 -0.0104881131 -1.047820e-02
deppmr      -0.0183026087 -1.832819e-02 -0.0182976582 -1.830643e-02
dage1st      0.0774995014  7.928960e-02  0.0784921817  7.592762e-02
dage1stcat   0.0770689251  7.798529e-02  0.0780121384  7.457521e-02
mage1st      0.0934924212  1.004304e-01  0.0958265230  9.306547e-02
mage1stcat   0.0907957601  9.717308e-02  0.0928401841  8.957062e-02
depsi        0.0118544639  1.175845e-02  0.0117885878  1.182625e-02
depsicat    -0.0896707374 -9.217210e-02 -0.0929624678 -9.204226e-02
depenerg    -0.0079915991 -8.235457e-03 -0.0086106745 -8.330604e-03
depsev       0.0130562298  1.478008e-02  0.0123873911  1.713130e-02
depse        0.0355853871  3.533278e-02  0.0351083594  3.522487e-02
depdist      0.0006587502  6.424399e-05  0.0004180735  7.778828e-05
deppma      -0.0032609004 -4.508165e-03 -0.0042905356 -4.494438e-03
elvselfe    -0.0157157844 -1.502228e-02 -0.0152622435 -1.525812e-02
hxsui        0.1544592023  1.570782e-01  0.1615685460  1.519565e-01
elvsleep    -0.0091216692 -9.183311e-03 -0.0090672206 -9.012067e-03
elvtalk     -0.0117431441 -1.164478e-02 -0.0114024444 -1.149979e-02
elvfoi      -0.0174219977 -1.779416e-02 -0.0173274360 -1.750718e-02
elvdistr    -0.0190442905 -1.904972e-02 -0.0186235474 -1.906640e-02
elvgdact    -0.0220521448 -2.223048e-02 -0.0219987354 -2.207538e-02
elvhrb      -0.0135588390 -1.342358e-02 -0.0132081720 -1.339954e-02
elvpma      -0.0087729770 -9.590713e-03 -0.0092559327 -9.576440e-03
majdepc      0.9777938334  9.719124e-01  0.9703445973  9.687872e-01
majdepp      0.9795246543  9.736130e-01  0.9720164065  9.704705e-01
moodgenc     0.9810684334  9.752057e-01  0.9736352743  9.720605e-01
moodgenp     0.9810682984  9.752052e-01  0.9736357601  9.720605e-01
moodsubc     0.9794986591  9.736629e-01  0.9720674319  9.705230e-01
moodsubp     0.9794985257  9.736633e-01  0.9720693650  9.705230e-01
manicc       0.9794571438  9.735670e-01  0.9720379774  9.704269e-01
hmanicc      0.9764561811  9.674611e-01  0.9658871463  9.674583e-01
manicp       0.9779022255  9.688414e-01  0.9672279876  9.688378e-01
hmanicp      0.9764527189  9.674579e-01  0.9659234817  9.674536e-01
typeiic      0.9779657900  9.689864e-01  0.9674366446  9.689845e-01
typeiip      0.9779605202  9.689608e-01  0.9674408416  9.689581e-01
clinstat     0.0168102401  1.613747e-02  0.0164754702  1.646489e-02
manlast      0.0529634227  5.997787e-02  0.0563059431  5.396077e-02
deppast      0.1004455283  9.986439e-02  0.1014754958  9.503338e-02
mangenc      0.9795305007  9.736622e-01  0.9720978943  9.705216e-01
mangenp      0.9795303656  9.736620e-01  0.9720975438  9.705214e-01
hypogenc     0.9795306260  9.736621e-01  0.9720981226  9.705216e-01
hypogenp     0.9795302986  9.736622e-01  0.9720983173  9.705214e-01
mansubc      0.9795299803  9.736619e-01  0.9720973691  9.705214e-01
mansubp      0.9795227312  9.736610e-01  0.9720982676  9.705207e-01
hyposubc     0.9795303656  9.736620e-01  0.9720975438  9.705214e-01
hyposubp     0.9795247680  9.736583e-01  0.9720947236  9.705198e-01
anxdisc      0.9826452580  9.767550e-01  0.9751795220  9.736064e-01
anxdisp      0.9826437749  9.767541e-01  0.9751794002  9.736057e-01
anxsubc      0.9826461816  9.767560e-01  0.9751797178  9.736064e-01
anxsubp      0.9826462250  9.767562e-01  0.9751802779  9.736066e-01
pdnoagc      0.9826381199  9.767538e-01  0.9752115559  9.736060e-01
pdnoagp      0.9825994709  9.767500e-01  0.9752095658  9.736035e-01
pdagorc      0.9825384538  9.766582e-01  0.9750912923  9.735414e-01
pdagorp      0.9825030339  9.766283e-01  0.9750672004  9.735135e-01
agorc        0.9826090982  9.766901e-01  0.9751508039  9.735415e-01
agorp        0.9826047205  9.766879e-01  0.9751513781  9.735400e-01
phobiac      0.9794663588  9.766848e-01  0.9751307997  9.735573e-01
phobiap      0.9794683247  9.766559e-01  0.9751060958  9.735628e-01
ocdcur       0.9857064759  9.766651e-01  0.9750872336  9.766590e-01
ocdc         0.9826151346  9.766871e-01  0.9750609845  9.735246e-01
ocdpast      0.9857035599  9.766672e-01  0.9750917522  9.766282e-01
ocdp         0.9841426971  9.782229e-01  0.9766234997  9.719267e-01
ocdgenc      0.9842612689  9.783290e-01  0.9767538202  9.751608e-01
ocdgenp      0.9858020673  9.798741e-01  0.9783248674  9.735958e-01
ocdsubc      0.9842609510  9.783290e-01  0.9767538202  9.751608e-01
ocdsubp      0.9858014300  9.798739e-01  0.9783248625  9.735957e-01
ptsdcur      0.9857450712  9.767335e-01  0.9751912826  9.767286e-01
ptsdc        0.9796877844  9.737967e-01  0.9722554144  9.675578e-01
ptsdpast     0.9857170673  9.767130e-01  0.9751507820  9.767087e-01
ptsdp        0.9811477429  9.752650e-01  0.9736982522  9.690262e-01
alcdepc      0.9951576819  9.922325e-01  0.9875865072  9.859906e-01
alcdepp      0.9982912132  9.890500e-01  0.9875180516  9.827624e-01
alcabusc     0.9983393892  9.890825e-01  0.9875821449  9.859604e-01
alcabusp     1.0000000000  9.875124e-01  0.9859613884  9.844011e-01
drugdepc     0.9875124147  1.000000e+00  0.9922208681  9.937413e-01
drugdepp     0.9859613884  9.922209e-01  1.0000000000  9.859586e-01
drugabc      0.9844011097  9.937413e-01  0.9859585504  1.000000e+00
drugabp      0.9874088139  9.905108e-01  0.9889834603  9.937028e-01
psychp       0.9753086338  9.723742e-01  0.9708641694  9.693097e-01
bpsychp      0.9753177883  9.723466e-01  0.9708358390  9.693129e-01
ipsychp      0.9751658511  9.691981e-01  0.9676131189  9.692884e-01
psychc       0.9768033179  9.738724e-01  0.9723572163  9.708034e-01
bpsychc      0.9753186852  9.723470e-01  0.9708363560  9.693133e-01
ipsychc      0.9752718242  9.723693e-01  0.9708310602  9.693044e-01
schizc       0.9768052885  9.738727e-01  0.9723563988  9.708036e-01
schizp       0.9768052434  9.738724e-01  0.9723563220  9.708034e-01
schaffc      0.9753186863  9.723463e-01  0.9708354521  9.693127e-01
schaffp      0.9753176179  9.723458e-01  0.9708349199  9.692812e-01
