                  tryhsui       deprmd     depsleep  depsleepcat      depinter
schphrc      0.9753183713  9.723466e-01  0.9708360443  9.693130e-01
schphrp      0.9753183713  9.723466e-01  0.9708360443  9.693130e-01
deldisc      0.9753186852  9.723466e-01  0.9708360443  9.693130e-01
deldisp      0.9753182366  9.723468e-01  0.9708360973  9.693128e-01
psygenc      0.9753185957  9.723467e-01  0.9708361738  9.693130e-01
psygenp      0.9753181023  9.723463e-01  0.9708364624  9.692817e-01
psysubc      0.9753187748  9.723469e-01  0.9708362266  9.693132e-01
psysubp      0.9753155849  9.723456e-01  0.9708402825  9.693107e-01
psynosc      0.9753172130  9.723465e-01  0.9708362948  9.693126e-01
psynosp      0.9753142976  9.723450e-01  0.9708355459  9.693113e-01
moodnosp     0.9768044803  9.738722e-01  0.9723554390  9.708038e-01
deppsyc      0.9768048392  9.738722e-01  0.9723558274  9.708034e-01
deppsyp      0.9768019385  9.738703e-01  0.9723538782  9.708020e-01
bulpurgc     0.9874265601  9.845540e-01  0.9829711590  9.782852e-01
bulpurgp     0.9874159387  9.845435e-01  0.9829655739  9.782759e-01
bulnonpc     0.9874284801  9.845562e-01  0.9829714753  9.782864e-01
bulnonpp     0.9874250481  9.845540e-01  0.9829712606  9.782842e-01
anbingec     0.9858536907  9.830017e-01  0.9814192727  9.798457e-01
anbingep     0.9874264777  9.845535e-01  0.9829681573  9.782847e-01
anrestrc     0.9858530572  9.830017e-01  0.9814192727  9.798454e-01
anrestrp     0.9874222283  9.845501e-01  0.9829651164  9.782813e-01
genanxc      0.9842555043  9.752654e-01  0.9736572848  9.721275e-01
genanxp      0.9858153236  9.768223e-01  0.9752155192  9.705609e-01
ganxgenc     0.9889575188  9.799117e-01  0.9783377557  9.767558e-01
ganxgenp     0.9889573581  9.799115e-01  0.9783378225  9.767556e-01
gadsubc      0.9889577576  9.799121e-01  0.9783378796  9.767559e-01
gadsubp      0.9889575967  9.799119e-01  0.9783379463  9.767557e-01
addkidc      0.7064946919  7.017662e-01  0.7004427469  6.992802e-01
addkidp      0.7474995447  7.402327e-01  0.7387656340  7.376416e-01
addadltc     0.9752882041  9.693308e-01  0.9677856256  9.631636e-01
addadltp     0.9752834235  9.693266e-01  0.9677822169  9.631616e-01
                  drugabp        psychp       bpsychp       ipsychp
tryhsui      0.0634781943  0.0581347760  0.0580295483  0.0589037143
deprmd      -0.0837329241 -0.0839536542 -0.0838436604 -0.0843494263
depsleep     0.0328458097  0.0329402601  0.0327040673  0.0324920667
depsleepcat  0.0310496204  0.0284917466  0.0273464670  0.0289797739
depinter     0.0512005159  0.0502966135  0.0504716618  0.0501407739
depguilt     0.0259694211  0.0250382520  0.0252162965  0.0246372690
depconcn    -0.0122057785 -0.0124161085 -0.0124471693 -0.0125030611
depappet    -0.0103247116 -0.0114363786 -0.0115616417 -0.0117908067
deppmr      -0.0180275624 -0.0190409705 -0.0189066162 -0.0191291823
dage1st      0.0769009735  0.0806980233  0.0807504428  0.0778890131
dage1stcat   0.0762743783  0.0804326130  0.0804755218  0.0768840402
mage1st      0.0896874884  0.0948027152  0.0983075007  0.0921375068
mage1stcat   0.0869699275  0.0925025191  0.0962288495  0.0891210885
depsi        0.0120333557  0.0109108090  0.0108227066  0.0104321656
depsicat    -0.0888111378 -0.0869909229 -0.0869838212 -0.0876907112
depenerg    -0.0076962908 -0.0078539365 -0.0078700460 -0.0077529868
depsev       0.0145010802  0.0138079189  0.0114486454  0.0112802486
depse        0.0354064985  0.0346947819  0.0347181829  0.0342391891
depdist      0.0006233985  0.0002250836  0.0002158276 -0.0001814413
deppma      -0.0039350139 -0.0040788631 -0.0040641610 -0.0045198832
elvselfe    -0.0154994091 -0.0168582559 -0.0166231177 -0.0171631481
hxsui        0.1537799429  0.1662023951  0.1613060056  0.1612177844
elvsleep    -0.0091151190 -0.0095637620 -0.0095663327 -0.0100399382
elvtalk     -0.0110688454 -0.0115803386 -0.0116145905 -0.0120881937
elvfoi      -0.0169963323 -0.0172697417 -0.0172926303 -0.0178369682
elvdistr    -0.0187703497 -0.0186426106 -0.0188706942 -0.0192980256
elvgdact    -0.0218058697 -0.0223222733 -0.0223757738 -0.0226997034
elvhrb      -0.0134143120 -0.0139885441 -0.0140057788 -0.0145225579
elvpma      -0.0089970173 -0.0093379680 -0.0094441256 -0.0097023121
majdepc      0.9747746108  0.9719158446  0.9719244635  0.9687172469
majdepp      0.9764436970  0.9706355628  0.9706418479  0.9674572449
moodgenc     0.9780241155  0.9753309861  0.9753397908  0.9721394551
moodgenp     0.9780241408  0.9753306918  0.9753395529  0.9721390233
moodsubc     0.9764544129  0.9737859183  0.9737937171  0.9706042591
moodsubp     0.9764539124  0.9737856203  0.9737929681  0.9706047089
manicc       0.9764151984  0.9767857883  0.9767952689  0.9736048181
hmanicc      0.9734447699  0.9706793439  0.9706855166  0.9706269233
manicp       0.9747757544  0.9689598409  0.9689612808  0.9690043308
hmanicp      0.9734326347  0.9706440962  0.9706562730  0.9705463514
typeiic      0.9749660441  0.9722115860  0.9722208607  0.9721310488
typeiip      0.9749596509  0.9721860117  0.9721964048  0.9720926558
clinstat     0.0168196533  0.0215225390  0.0215004237  0.0233081293
manlast      0.0493457948  0.0535306566  0.0533696194  0.0540378746
deppast      0.0943763374  0.0988139020  0.1013592527  0.0992809917
mangenc      0.9764849905  0.9768851742  0.9768939086  0.9736975822
mangenp      0.9764844323  0.9768850005  0.9768937599  0.9736975228
hypogenc     0.9764851687  0.9768851306  0.9768938713  0.9736974883
hypogenp     0.9764847895  0.9768849142  0.9768936862  0.9736973359
mansubc      0.9764841537  0.9768849142  0.9768936862  0.9736976515
mansubp      0.9764810561  0.9768832085  0.9768909252  0.9736977105
hyposubc     0.9764844323  0.9768850005  0.9768937599  0.9736972072
hyposubp     0.9764812352  0.9768826530  0.9768912493  0.9736926623
anxdisc      0.9795695221  0.9737761299  0.9737846065  0.9705800314
anxdisp      0.9795682566  0.9737760777  0.9737843376  0.9705801204
anxsubc      0.9795700701  0.9737761305  0.9737848426  0.9705810050
anxsubp      0.9795705399  0.9737765673  0.9737846954  0.9705810368
pdnoagc      0.9795644849  0.9737119436  0.9737204693  0.9705176436
pdnoagp      0.9795570658  0.9737122708  0.9737205010  0.9705202612
pdagorc      0.9795322231  0.9737423631  0.9737520461  0.9705476107
pdagorp      0.9795003362  0.9736841634  0.9736926530  0.9704899989
agorc        0.9795033916  0.9736810953  0.9736888957  0.9704881509
agorp        0.9794993641  0.9736818532  0.9736890263  0.9704891317
phobiac      0.9795599638  0.9737366557  0.9737438357  0.9705344193
phobiap      0.9795582470  0.9737423430  0.9768344004  0.9705745640
ocdcur       0.9826735484  0.9737281600  0.9737359038  0.9736498427
ocdc         0.9764293252  0.9706493561  0.9706539933  0.9674247772
ocdpast      0.9826710579  0.9737330215  0.9737400561  0.9736573557
ocdp         0.9779547109  0.9721833667  0.9721879163  0.9689521954
ocdgenc      0.9780632390  0.9722463946  0.9722538529  0.9690437498
ocdgenp      0.9796008484  0.9737857028  0.9737937990  0.9705732663
ocdsubc      0.9780632390  0.9722463946  0.9722538529  0.9690437498
ocdsubp      0.9796004009  0.9737856021  0.9737937171  0.9705730149
ptsdcur      0.9827400946  0.9737581458  0.9737679391  0.9736839016
ptsdc        0.9735726939  0.9707769358  0.9708127683  0.9675051238
ptsdpast     0.9827154284  0.9737119767  0.9737544852  0.9736423136
ptsdp        0.9750365011  0.9722182413  0.9722868786  0.9689757919
alcdepc      0.9858231203  0.9769062004  0.9769135224  0.9736854623
alcdepp      0.9857939712  0.9769088578  0.9768844598  0.9736333275
alcabusc     0.9889326226  0.9768549402  0.9768637643  0.9767662597
alcabusp     0.9874088139  0.9753086338  0.9753177883  0.9751658511
drugdepc     0.9905108025  0.9723741870  0.9723465760  0.9691981174
drugdepp     0.9889834603  0.9708641694  0.9708358390  0.9676131189
drugabc      0.9937027650  0.9693096927  0.9693129176  0.9692884071
drugabp      1.0000000000  0.9753467488  0.9753539628  0.9753036961
psychp       0.9753467488  1.0000000000  0.9969316602  0.9968273920
bpsychp      0.9753539628  0.9969316602  1.0000000000  0.9937790984
ipsychp      0.9753036961  0.9968273920  0.9937790984  1.0000000000
psychc       0.9768440679  0.9984595759  0.9984670695  0.9952962594
bpsychc      0.9753543737  0.9969319592  0.9999993768  0.9937795964
ipsychc      0.9753437971  0.9969095889  0.9969198242  0.9968459635
schizc       0.9768451649  0.9984587488  0.9984689725  0.9952967064
schizp       0.9768449345  0.9984582897  0.9984685320  0.9952964100
schaffc      0.9753531070  0.9969308911  0.9999979727  0.9937781811
schaffp      0.9753521118  0.9969298363  0.9999965753  0.9937763682
schphrc      0.9753543737  0.9969319592  0.9999990649  0.9937795964
schphrp      0.9753543737  0.9969319592  0.9999990649  0.9937795964
deldisc      0.9753540602  0.9969319592  0.9999990649  0.9937799077
deldisp      0.9753536978  0.9969316536  0.9999987523  0.9937798141
psygenc      0.9753542415  0.9969321122  0.9999992213  0.9937797990
psygenp      0.9753536493  0.9969316602  0.9999984402  0.9937794096
psysubc      0.9753541925  0.9969318064  0.9999989086  0.9937800165
psysubp      0.9753558264  0.9969274321  0.9999906078  0.9937717122
psynosc      0.9753529187  0.9969299878  0.9999967302  0.9937778143
psynosp      0.9753498527  0.9969269097  0.9999916683  0.9937730961
moodnosp     0.9768442582  0.9984579841  0.9984682387  0.9952953819
deppsyc      0.9768454297  0.9984584426  0.9984686787  0.9952963009
deppsyp      0.9768421345  0.9984554018  0.9984657613  0.9952947606
bulpurgc     0.9843259286  0.9784683181  0.9784755163  0.9752488491
bulpurgp     0.9843159956  0.9784604782  0.9784679811  0.9752432477
bulnonpc     0.9843286276  0.9784701200  0.9784771502  0.9752513694
bulnonpp     0.9843261549  0.9784694576  0.9784756945  0.9752504498
anbingec     0.9858878760  0.9800007564  0.9800086356  0.9768032176
anbingep     0.9843257934  0.9784680695  0.9784755756  0.9752499052
anrestrc     0.9858878760  0.9800007564  0.9800086356  0.9768032176
anrestrp     0.9843218762  0.9784657687  0.9784741272  0.9752483184
genanxc      0.9781142034  0.9722807534  0.9722864329  0.9721182472
genanxp      0.9765432783  0.9707458027  0.9707496554  0.9705577246
ganxgenc     0.9827574077  0.9769169731  0.9769245008  0.9736946524
ganxgenp     0.9827576889  0.9769168522  0.9769243924  0.9736944317
gadsubc      0.9827572672  0.9769170336  0.9768934002  0.9736947629
gadsubp      0.9827575483  0.9769169126  0.9768932918  0.9736945420
addkidc      0.7039158212  0.6991991480  0.6992156309  0.6965521585
addkidp      0.7424800186  0.7377064662  0.7376750506  0.7349798819
addadltc     0.9691298462  0.9633300711  0.9633307854  0.9600426816
addadltp     0.9691271363  0.9633288704  0.9633292946  0.9600444391
                   psychc       bpsychc       ipsychc        schizc
tryhsui      0.0592839698  0.0580192975  0.0582341104  0.0592981377
deprmd      -0.0830890471 -0.0838425972 -0.0835312154 -0.0831135057
depsleep     0.0328054157  0.0327030430  0.0321905142  0.0328135255
depsleepcat  0.0280063093  0.0273509746  0.0274302396  0.0280355053
depinter     0.0504767142  0.0504721926  0.0503160589  0.0504765743
depguilt     0.0252951689  0.0252128043  0.0248948812  0.0252810429
depconcn    -0.0125094473 -0.0124487226 -0.0126746120 -0.0125108574
depappet    -0.0115389434 -0.0115677033 -0.0119464261 -0.0115354467
deppmr      -0.0189059200 -0.0189100303 -0.0189649077 -0.0189172310
dage1st      0.0809025935  0.0807427110  0.0808201029  0.0809832273
dage1stcat   0.0807023899  0.0804643801  0.0801404843  0.0807693178
mage1st      0.0950128301  0.0982989689  0.0950862241  0.0950283865
mage1stcat   0.0927665906  0.0962211780  0.0924720159  0.0927723587
depsi        0.0108909947  0.0108227718  0.0105754271  0.0108850868
depsicat    -0.0861899858 -0.0869792998 -0.0868402408 -0.0861629433
depenerg    -0.0079717163 -0.0078712124 -0.0080281007 -0.0079640951
depsev       0.0119268750  0.0114549787  0.0113181445  0.0119170811
depse        0.0348233862  0.0347178406  0.0345716728  0.0348157506
depdist      0.0002379398  0.0002134082 -0.0001924079  0.0002282462
deppma      -0.0040157095 -0.0040668050 -0.0043100533 -0.0040347699
elvselfe    -0.0165456224 -0.0166216876 -0.0168608224 -0.0165381818
hxsui        0.1616769380  0.1613017832  0.1613600824  0.1617098902
elvsleep    -0.0095618546 -0.0095736306 -0.0098899297 -0.0095712235
elvtalk     -0.0116518868 -0.0116139871 -0.0118445004 -0.0116649997
elvfoi      -0.0173462128 -0.0172934150 -0.0175918117 -0.0173703903
elvdistr    -0.0186878076 -0.0188723130 -0.0187609215 -0.0187029650
elvgdact    -0.0223389256 -0.0223760404 -0.0224051741 -0.0223505707
elvhrb      -0.0140124817 -0.0140076152 -0.0141852670 -0.0140143646
elvpma      -0.0092780934 -0.0094457078 -0.0096234491 -0.0092935930
majdepc      0.9734365928  0.9719247750  0.9719182930  0.9734352402
majdepp      0.9721325202  0.9706422361  0.9706245650  0.9721340924
moodgenc     0.9768338264  0.9753403294  0.9753201658  0.9768355746
moodgenp     0.9768334937  0.9753400949  0.9753197983  0.9768352529
moodsubc     0.9752868323  0.9737942145  0.9737759921  0.9752881297
moodsubp     0.9752857784  0.9737934764  0.9737754584  0.9752871111
manicc       0.9782908449  0.9767958668  0.9767828446  0.9782921528
hmanicc      0.9721742235  0.9706860109  0.9706691663  0.9721755120
manicp       0.9704608202  0.9689622458  0.9689909303  0.9704605798
hmanicp      0.9721317397  0.9706566098  0.9706356201  0.9721339313
typeiic      0.9737068574  0.9722211873  0.9721972551  0.9737092575
typeiip      0.9736799657  0.9721968172  0.9721698223  0.9736826439
clinstat     0.0204540302  0.0214844705  0.0208558180  0.0204774594
manlast      0.0537955333  0.0533588895  0.0563059690  0.0538149214
deppast      0.0992964588  0.1013451030  0.1011351697  0.0993491443
mangenc      0.9783904659  0.9768944431  0.9768744460  0.9783922005
mangenp      0.9783902751  0.9768942959  0.9768742399  0.9783920146
hypogenc     0.9783904181  0.9768944061  0.9768743943  0.9783921539
hypogenp     0.9783901803  0.9768942229  0.9768744535  0.9783919222
mansubc      0.9783901803  0.9768942229  0.9768744535  0.9783919222
mansubp      0.9783865355  0.9768914933  0.9768749098  0.9783883794
hyposubc     0.9783902751  0.9768942959  0.9768742399  0.9783920146
hyposubp     0.9783869753  0.9768918133  0.9768719154  0.9783888058
anxdisc      0.9752762549  0.9737851445  0.9737650060  0.9752780009
anxdisp      0.9752758176  0.9737848815  0.9737645065  0.9752775830
anxsubc      0.9752769454  0.9737853757  0.9737657464  0.9752783580
anxsubp      0.9752767140  0.9737852315  0.9737654839  0.9752781363
pdnoagc      0.9752108754  0.9737210481  0.9737012006  0.9752127540
pdnoagp      0.9752092814  0.9737211378  0.9737005832  0.9752113487
pdagorc      0.9752423637  0.9737523581  0.9737349634  0.9752431365
pdagorp      0.9751812707  0.9736930452  0.9736756546  0.9751819874
agorc        0.9751795104  0.9736894879  0.9736706930  0.9751811155
agorp        0.9751785712  0.9736896566  0.9736703040  0.9751806177
phobiac      0.9752329538  0.9737444842  0.9737281685  0.9752347439
phobiap      0.9752360220  0.9768351812  0.9737343338  0.9752381168
ocdcur       0.9752244319  0.9737366073  0.9737156651  0.9752254407
ocdc         0.9721430035  0.9706545089  0.9706409225  0.9721434142
ocdpast      0.9752274346  0.9737408122  0.9737190643  0.9752282963
ocdp         0.9736771177  0.9721885210  0.9721726824  0.9736775014
ocdgenc      0.9737453687  0.9722543111  0.9722373199  0.9737468552
ocdgenp      0.9752866291  0.9737942953  0.9737758011  0.9752882396
ocdsubc      0.9737453687  0.9722543111  0.9722373199  0.9737468552
ocdsubp      0.9752865156  0.9737942145  0.9737756760  0.9752881297
ptsdcur      0.9752562844  0.9737686509  0.9737489728  0.9752573202
ptsdc        0.9723048173  0.9708131838  0.9708050687  0.9723049121
ptsdpast     0.9752379843  0.9737547101  0.9737361219  0.9752395075
ptsdp        0.9737754100  0.9722868529  0.9722783352  0.9737761049
alcdepc      0.9784102613  0.9769140852  0.9769008280  0.9784111435
alcdepp      0.9784062253  0.9768852823  0.9768727290  0.9784070133
alcabusc     0.9783586459  0.9768643794  0.9768468698  0.9783600117
alcabusp     0.9768033179  0.9753186852  0.9752718242  0.9768052885
drugdepc     0.9738723641  0.9723469553  0.9723693158  0.9738726567
drugdepp     0.9723572163  0.9708363560  0.9708310602  0.9723563988
